chr	start	end	strand	symbol	id
17	20121750	20122549	-	AC121539.2	ENSMUSG00000117169
19	35700349	35766127	-	AC121552.1	ENSMUSG00000118212
17	52452575	52461765	-	AC121600.1	ENSMUSG00000117035
18	42587341	42620902	+	AC121603.1	ENSMUSG00000117719
18	42611309	42611660	-	AC121603.2	ENSMUSG00000117882
18	42615635	42622459	-	AC121603.3	ENSMUSG00000117926
18	42487088	42488357	+	AC121603.4	ENSMUSG00000118058
18	47414465	47415361	-	AC121783.1	ENSMUSG00000117515
18	3171447	3171932	-	AC121796.1	ENSMUSG00000117464
3	66364539	66364626	+	AC121797.1	ENSMUSG00000117623
18	4590763	4616064	+	AC121802.1	ENSMUSG00000117521
18	35553371	35558316	+	AC121821.1	ENSMUSG00000117869
18	35584519	35598573	-	AC121821.3	ENSMUSG00000118030
18	34045588	34053034	-	AC121824.1	ENSMUSG00000117961
18	34046826	34047291	+	AC121824.2	ENSMUSG00000118246
17	60490542	60491053	+	AC121864.1	ENSMUSG00000117112
18	35264029	35272456	+	AC121874.1	ENSMUSG00000117876
17	41101038	41102228	+	AC121875.1	ENSMUSG00000117062
17	41006048	41006306	-	AC121875.2	ENSMUSG00000117119
17	41071123	41140201	+	AC121875.3	ENSMUSG00000117210
17	41059652	41060057	-	AC121875.4	ENSMUSG00000117272
18	38023529	38061296	+	AC121886.1	ENSMUSG00000118056
18	45501590	45560130	-	AC121957.1	ENSMUSG00000118074
19	9216381	9216960	+	AC121967.1	ENSMUSG00000117804
19	23061454	23064032	+	AC121973.1	ENSMUSG00000118155
18	79700286	79701257	-	AC122051.1	ENSMUSG00000117709
18	79669882	79670193	+	AC122051.2	ENSMUSG00000117787
18	57334305	57338193	+	AC122117.1	ENSMUSG00000117802
18	57405415	57416150	+	AC122117.2	ENSMUSG00000117864
19	7975840	7978039	+	AC122119.1	ENSMUSG00000118036
19	7959743	7961107	-	AC122119.2	ENSMUSG00000118220
17	61016618	61017365	+	AC122140.1	ENSMUSG00000117320
18	47729767	47731112	+	AC122211.1	ENSMUSG00000117765
18	47733108	47744937	+	AC122211.2	ENSMUSG00000118139
18	17568746	17580990	-	AC122213.1	ENSMUSG00000117615
17	84823256	84840296	-	AC122243.1	ENSMUSG00000117595
17	84852538	84853451	+	AC122243.2	ENSMUSG00000117631
18	88414563	88415040	-	AC122245.1	ENSMUSG00000117830
17	26536375	26538227	-	AC122252.1	ENSMUSG00000118068
17	26467560	26503200	-	AC122252.2	ENSMUSG00000118107
17	26449388	26464157	-	AC122252.3	ENSMUSG00000118232
17	26525067	26525293	-	AC122252.4	ENSMUSG00000118368
17	79977353	79981662	-	AC122253.1	ENSMUSG00000117415
17	79933512	79934572	-	AC122253.2	ENSMUSG00000117458
17	80054026	80054556	+	AC122253.3	ENSMUSG00000117518
17	22486227	22486376	-	AC122270.1	ENSMUSG00000117058
17	22486555	22486750	+	AC122270.2	ENSMUSG00000117094
17	22494622	22495562	+	AC122270.3	ENSMUSG00000117259
18	27046354	27049588	+	AC122271.1	ENSMUSG00000117346
18	27008674	27009328	+	AC122271.2	ENSMUSG00000117516
18	27090843	27091187	-	AC122271.3	ENSMUSG00000117646
18	17828819	17829020	+	AC122306.1	ENSMUSG00000117439
18	19549778	19554960	-	AC122330.1	ENSMUSG00000117407
19	48811136	48813495	+	AC122363.1	ENSMUSG00000117930
18	88938146	88938295	+	AC122398.1	ENSMUSG00000117777
18	88831859	88832477	-	AC122398.2	ENSMUSG00000117948
18	88914321	88915241	-	AC122398.3	ENSMUSG00000118089
17	81370833	81376294	+	AC122399.1	ENSMUSG00000117413
19	46881495	46883439	+	AC122442.1	ENSMUSG00000117814
17	66624894	66625042	-	AC122445.1	ENSMUSG00000117186
17	82409935	82410819	-	AC122453.1	ENSMUSG00000117438
17	82355393	82356084	+	AC122453.2	ENSMUSG00000117643
17	25330692	25332675	+	AC122454.1	ENSMUSG00000117517
6	23163376	23164090	-	AC122464.1	ENSMUSG00000117101
6	23155936	23156620	-	AC122464.2	ENSMUSG00000117306
17	53359927	53361889	+	AC122481.1	ENSMUSG00000117241
17	53354512	53354821	+	AC122481.2	ENSMUSG00000117248
17	69382204	69384208	-	AC122487.1	ENSMUSG00000117069
17	69315994	69344713	+	AC122487.2	ENSMUSG00000117323
19	33447613	33447798	-	AC122497.1	ENSMUSG00000118289
17	94131878	94132271	-	AC122536.1	ENSMUSG00000117543
17	72256258	72257146	+	AC122746.1	ENSMUSG00000117046
19	51891724	51920333	-	AC122763.1	ENSMUSG00000117867
19	51913963	51984533	+	AC122763.2	ENSMUSG00000118173
17	87529503	87530744	-	AC122818.1	ENSMUSG00000117361
17	87559177	87571654	-	AC122818.2	ENSMUSG00000117414
17	87464640	87473742	-	AC122818.3	ENSMUSG00000117486
17	87454969	87460364	-	AC122818.4	ENSMUSG00000117545
17	23813214	23813500	-	AC122821.1	ENSMUSG00000117219
18	8679051	8679292	+	AC122826.1	ENSMUSG00000117424
19	33673329	33673541	-	AC122846.1	ENSMUSG00000117667
19	33668269	33668463	-	AC122846.2	ENSMUSG00000118360
18	42186175	42187772	-	AC122848.1	ENSMUSG00000117660
18	42200743	42201347	+	AC122848.2	ENSMUSG00000117753
18	45418589	45419153	-	AC122852.1	ENSMUSG00000117844
19	5435998	5436725	+	AC122861.1	ENSMUSG00000117771
19	5324014	5325823	+	AC122861.2	ENSMUSG00000117807
19	5439349	5439521	-	AC122861.3	ENSMUSG00000117845
19	5388336	5389601	+	AC122861.4	ENSMUSG00000117959
19	5321606	5321798	+	AC122861.5	ENSMUSG00000118009
18	41892994	41895313	-	AC122895.1	ENSMUSG00000118266
1	42694925	42744791	+	AC122898.1	ENSMUSG00000093436
19	59661323	59681206	+	AC123621.1	ENSMUSG00000118031
19	59690734	59691100	+	AC123621.2	ENSMUSG00000118190
17	39636968	39637144	-	AC123659.1	ENSMUSG00000117165
19	53483494	53486485	+	AC123702.1	ENSMUSG00000118378
18	80705190	80707760	+	AC123818.1	ENSMUSG00000118265
19	44313772	44317329	+	AC123853.1	ENSMUSG00000117957
19	44272271	44278228	+	AC123853.2	ENSMUSG00000117958
19	44252517	44261446	+	AC123853.3	ENSMUSG00000118217
JH584299.1	90482	93220	+	AC123873.1	ENSMUSG00000094383
JH584299.1	173050	176134	+	AC123873.2	ENSMUSG00000094474
JH584299.1	4975	7356	+	AC123873.3	ENSMUSG00000094836
18	46771325	46773071	+	AC123927.1	ENSMUSG00000117372
18	46758557	46761977	+	AC123927.2	ENSMUSG00000117429
18	46765214	46770108	+	AC123927.3	ENSMUSG00000117599
19	24856196	24856457	+	AC123930.1	ENSMUSG00000117934
18	8415129	8416047	+	AC123951.1	ENSMUSG00000117484
18	84110786	84111908	-	AC124012.1	ENSMUSG00000117915
18	84097660	84102266	-	AC124012.2	ENSMUSG00000118225
1	132191457	132209546	+	AC124108.1	ENSMUSG00000118219
18	52952549	52953101	+	AC124126.1	ENSMUSG00000118195
19	10439897	10442652	+	AC124169.1	ENSMUSG00000118310
18	44061598	44062204	+	AC124181.1	ENSMUSG00000118199
19	48992084	48996546	+	AC124192.1	ENSMUSG00000117996
19	48990469	48991981	-	AC124192.2	ENSMUSG00000118014
18	83905796	83905942	+	AC124231.1	ENSMUSG00000117826
18	83987995	83988085	+	AC124231.2	ENSMUSG00000117894
18	83807617	83827606	-	AC124231.3	ENSMUSG00000118024
17	41662393	41663688	-	AC124237.1	ENSMUSG00000117001
17	87825073	87838997	+	AC124316.1	ENSMUSG00000117466
18	3446814	3447222	+	AC124336.1	ENSMUSG00000117370
18	62671261	62672836	+	AC124383.1	ENSMUSG00000117712
18	63265090	63267527	+	AC124391.1	ENSMUSG00000118336
19	6569080	6575362	-	AC124394.1	ENSMUSG00000118062
18	62142618	62146508	+	AC124430.1	ENSMUSG00000118370
19	59087571	59088954	+	AC124459.1	ENSMUSG00000118377
18	47154189	47156186	+	AC124466.1	ENSMUSG00000117350
19	5118038	5119329	+	AC124502.1	ENSMUSG00000117710
19	5009385	5009799	+	AC124502.2	ENSMUSG00000117723
19	5038891	5049912	+	AC124502.3	ENSMUSG00000117789
19	5072229	5075257	+	AC124502.4	ENSMUSG00000117893
19	4991357	4993113	-	AC124502.5	ENSMUSG00000118364
18	63543751	63545135	-	AC124512.1	ENSMUSG00000117875
19	22441135	22441914	+	AC124513.1	ENSMUSG00000118353
18	39633103	39734959	-	AC124518.1	ENSMUSG00000117922
18	39660877	39663283	+	AC124518.2	ENSMUSG00000117983
18	39636406	39648356	+	AC124518.3	ENSMUSG00000118117
18	81933907	81969481	+	AC124526.1	ENSMUSG00000117923
18	81995834	81996749	+	AC124526.2	ENSMUSG00000118278
12	48903821	48906044	-	AC124542.1	ENSMUSG00000108639
18	17234324	17319730	-	AC124548.1	ENSMUSG00000117460
1	105382260	105569139	-	AC124553.1	ENSMUSG00000101214
19	23437256	23437727	-	AC124557.1	ENSMUSG00000117850
18	65810992	65811333	-	AC124578.1	ENSMUSG00000117751
18	65835474	65835744	-	AC124578.2	ENSMUSG00000117866
18	65837287	65837475	+	AC124578.3	ENSMUSG00000117910
18	65715049	65715390	-	AC124578.4	ENSMUSG00000118208
JH584299.1	837364	840451	+	AC124606.1	ENSMUSG00000095523
JH584299.1	806210	809281	+	AC124606.2	ENSMUSG00000095763
19	43278634	43279207	-	AC124716.1	ENSMUSG00000117682
19	43266936	43277654	+	AC124716.2	ENSMUSG00000117880
18	10307103	10307820	-	AC124740.1	ENSMUSG00000117363
18	10262207	10263285	+	AC124740.2	ENSMUSG00000117552
19	27366072	27366567	+	AC124973.1	ENSMUSG00000117705
19	27344749	27373932	+	AC124973.2	ENSMUSG00000117752
19	5131740	5132972	-	AC125059.1	ENSMUSG00000117729
19	5258750	5258962	+	AC125059.2	ENSMUSG00000118104
19	5295196	5296028	+	AC125059.3	ENSMUSG00000118243
19	5305875	5307416	-	AC125059.4	ENSMUSG00000118263
19	47597237	47602329	-	AC125075.1	ENSMUSG00000118206
18	14922055	14924111	-	AC125091.1	ENSMUSG00000117436
18	14988995	15047987	+	AC125091.2	ENSMUSG00000117450
19	10573512	10576545	+	AC125093.1	ENSMUSG00000117955
19	44225796	44246570	-	AC125101.1	ENSMUSG00000117900
18	42274382	42275197	-	AC125110.1	ENSMUSG00000117662
18	74936280	74938320	+	AC125122.1	ENSMUSG00000117767
18	75005178	75005604	-	AC125122.2	ENSMUSG00000118144
18	19133217	19201716	+	AC125133.1	ENSMUSG00000117378
GL456210.1	123792	124928	+	AC125149.1	ENSMUSG00000079192
GL456210.1	135395	136519	-	AC125149.2	ENSMUSG00000079794
GL456210.1	9124	58882	-	AC125149.3	ENSMUSG00000079800
GL456210.1	147792	149707	+	AC125149.4	ENSMUSG00000094799
GL456210.1	108390	110303	-	AC125149.5	ENSMUSG00000095092
18	13372089	13372552	+	AC125156.1	ENSMUSG00000117367
JH584298.1	90528	93623	+	AC125178.1	ENSMUSG00000094722
JH584298.1	179693	182203	+	AC125178.2	ENSMUSG00000095076
JH584298.1	168268	170838	-	AC125178.3	ENSMUSG00000095728
17	60943877	60958878	-	AC125184.1	ENSMUSG00000117036
19	17692763	17692900	+	AC125203.1	ENSMUSG00000118270
18	80997003	80997383	-	AC125210.1	ENSMUSG00000118235
18	81046824	81050382	+	AC125210.2	ENSMUSG00000118268
18	3139032	3139305	-	AC125218.1	ENSMUSG00000117353
18	3105167	3105396	-	AC125218.2	ENSMUSG00000117531
18	3015908	3016159	+	AC125218.3	ENSMUSG00000117547
19	34804262	34804759	+	AC125259.1	ENSMUSG00000117945
19	34773881	34774451	+	AC125259.2	ENSMUSG00000118083
17	39252755	39258236	+	AC125339.1	ENSMUSG00000117236
19	33070072	33102167	+	AC125381.1	ENSMUSG00000117914
19	33122647	33134819	+	AC125381.2	ENSMUSG00000118196
18	68793939	68805358	-	AC125398.1	ENSMUSG00000118102
18	85847280	85848729	-	AC125456.1	ENSMUSG00000118241
19	42745771	42749582	+	AC125458.1	ENSMUSG00000118354
17	30450398	30457877	+	AC125544.1	ENSMUSG00000117835
18	17675864	17676119	-	AC126027.1	ENSMUSG00000117491
19	5560260	5561677	+	AC126029.1	ENSMUSG00000117861
19	5488744	5489198	-	AC126029.2	ENSMUSG00000117966
19	16490522	16491064	-	AC126031.1	ENSMUSG00000117699
19	16572160	16572468	-	AC126031.2	ENSMUSG00000118023
19	16415826	16422829	-	AC126031.3	ENSMUSG00000118033
19	16413494	16414290	+	AC126031.4	ENSMUSG00000118142
JH584299.1	314841	317584	+	AC126035.1	ENSMUSG00000094791
17	27868481	27868978	-	AC126040.1	ENSMUSG00000117161
17	27907803	27908349	+	AC126040.2	ENSMUSG00000117216
18	9099708	9100255	-	AC126041.1	ENSMUSG00000117483
19	48117348	48136082	+	AC126046.1	ENSMUSG00000117690
17	53303988	53304407	-	AC126254.1	ENSMUSG00000117089
17	53245963	53246341	+	AC126254.2	ENSMUSG00000117194
17	53196451	53198567	+	AC126254.3	ENSMUSG00000117244
17	26223711	26224554	+	AC126438.1	ENSMUSG00000117513
17	26267395	26274744	-	AC126438.2	ENSMUSG00000117596
17	26251350	26251445	-	AC126438.3	ENSMUSG00000117609
17	26232564	26232881	+	AC126438.4	ENSMUSG00000117622
17	61397310	61398246	+	AC126448.1	ENSMUSG00000117016
17	38524456	38524755	-	AC126449.1	ENSMUSG00000117127
18	32140730	32141852	+	AC126686.1	ENSMUSG00000117606
18	13286047	13306338	-	AC126695.1	ENSMUSG00000117536
18	23944959	23945550	+	AC126807.1	ENSMUSG00000117405
18	24081090	24081924	-	AC126807.2	ENSMUSG00000117500
18	23943897	23944122	+	AC126807.3	ENSMUSG00000117504
17	28223104	28224167	-	AC126937.1	ENSMUSG00000117028
17	28174657	28177682	-	AC126937.2	ENSMUSG00000117171
17	28139628	28140106	-	AC126937.3	ENSMUSG00000117189
17	71315429	71339779	+	AC126942.1	ENSMUSG00000117137
17	71333201	71341804	-	AC126942.2	ENSMUSG00000117199
19	25346414	25347203	-	AC126944.1	ENSMUSG00000118238
18	3616281	3618242	+	AC127229.1	ENSMUSG00000117506
18	66923471	66950023	-	AC127234.1	ENSMUSG00000118216
18	67907628	67908924	+	AC127236.1	ENSMUSG00000118326
18	40539786	40543026	+	AC127249.1	ENSMUSG00000118202
18	80468857	80476536	+	AC127256.1	ENSMUSG00000118070
18	80541892	80544546	-	AC127256.2	ENSMUSG00000118319
17	39029464	39029585	-	AC127274.1	ENSMUSG00000117021
17	39113387	39115485	+	AC127274.2	ENSMUSG00000117207
17	39117996	39120003	-	AC127274.3	ENSMUSG00000117240
17	39177543	39179775	-	AC127274.4	ENSMUSG00000117277
18	54868100	54868533	+	AC127314.1	ENSMUSG00000118063
18	80012390	80013019	+	AC127331.1	ENSMUSG00000117759
18	79959006	79959539	+	AC127331.2	ENSMUSG00000117813
18	80026093	80026338	+	AC127331.3	ENSMUSG00000117851
18	80022810	80023055	+	AC127331.4	ENSMUSG00000117857
18	80029356	80029601	+	AC127331.5	ENSMUSG00000117933
18	80020179	80020431	+	AC127331.6	ENSMUSG00000117949
18	80013258	80013519	+	AC127331.7	ENSMUSG00000118176
18	80019554	80019799	+	AC127331.8	ENSMUSG00000118304
18	80016285	80016530	+	AC127331.9	ENSMUSG00000118357
18	46630807	46642970	+	AC127342.1	ENSMUSG00000117780
18	32112041	32112307	-	AC127347.1	ENSMUSG00000117481
18	32112460	32120413	-	AC127347.2	ENSMUSG00000117650
17	38392041	38393421	-	AC127361.1	ENSMUSG00000117135
17	38379708	38379914	+	AC127361.2	ENSMUSG00000117177
19	6331054	6331453	-	AC127556.2	ENSMUSG00000117681
18	18124541	18244157	-	AC127588.1	ENSMUSG00000117574
17	45961859	45963849	+	AC127690.1	ENSMUSG00000117040
17	45885346	45888630	+	AC127690.2	ENSMUSG00000117048
17	45879850	45881452	-	AC127690.3	ENSMUSG00000117085
17	69473605	69475875	-	AC127693.1	ENSMUSG00000117053
17	69570406	69571181	+	AC127693.2	ENSMUSG00000117071
17	69554230	69554761	+	AC127693.3	ENSMUSG00000117122
18	85071836	85083451	+	AC128672.1	ENSMUSG00000118198
18	85012956	85013335	-	AC128672.2	ENSMUSG00000118255
19	16871092	16925014	+	AC128703.1	ENSMUSG00000118126
19	4680115	4680616	+	AC128739.1	ENSMUSG00000117746
18	54838045	54838510	+	AC129179.1	ENSMUSG00000117825
18	54768384	54823789	-	AC129179.2	ENSMUSG00000118120
18	54766132	54766380	+	AC129179.3	ENSMUSG00000118307
19	7364515	7370240	+	AC129188.1	ENSMUSG00000117743
19	7402834	7403431	-	AC129188.2	ENSMUSG00000118297
19	21941978	21950889	-	AC129205.1	ENSMUSG00000118237
19	8829773	8841137	+	AC129217.1	ENSMUSG00000118124
19	8790085	8790464	-	AC129217.2	ENSMUSG00000118305
17	87192216	87194942	-	AC129309.1	ENSMUSG00000117384
18	37919818	37920135	+	AC129315.1	ENSMUSG00000117686
19	12273011	12274610	+	AC129773.1	ENSMUSG00000118093
18	62903178	62922129	-	AC130204.1	ENSMUSG00000117671
18	7684530	7692726	-	AC130218.1	ENSMUSG00000117542
19	7727185	7727664	-	AC130693.1	ENSMUSG00000117937
18	7844684	7844935	-	AC130718.1	ENSMUSG00000117462
18	7868018	7869113	-	AC130718.2	ENSMUSG00000117505
18	80162752	80163514	+	AC131065.1	ENSMUSG00000117904
18	80186239	80193569	+	AC131065.2	ENSMUSG00000118061
18	80188768	80189070	-	AC131065.3	ENSMUSG00000118244
18	80086806	80087560	+	AC131065.4	ENSMUSG00000118269
18	80157921	80162562	-	AC131065.5	ENSMUSG00000118373
19	44851009	44851979	+	AC131105.1	ENSMUSG00000117967
18	24339366	24344630	+	AC131109.1	ENSMUSG00000117570
19	23418343	23430928	+	AC131118.1	ENSMUSG00000118092
19	45843617	45848296	+	AC131185.1	ENSMUSG00000117956
19	45877647	45878126	-	AC131185.2	ENSMUSG00000117972
19	27025981	27026314	+	AC131231.1	ENSMUSG00000118313
17	25531437	25533045	-	AC131323.1	ENSMUSG00000117420
17	25518585	25522565	+	AC131323.2	ENSMUSG00000117437
17	25552048	25561213	-	AC131323.3	ENSMUSG00000117445
17	25548903	25549489	-	AC131323.4	ENSMUSG00000117544
17	25537017	25538938	-	AC131323.5	ENSMUSG00000117577
18	35069325	35087623	-	AC131675.1	ENSMUSG00000117727
18	34970469	34970735	-	AC131675.2	ENSMUSG00000118145
18	34982922	35109445	+	AC131675.3	ENSMUSG00000118380
19	6094419	6098241	+	AC131692.1	ENSMUSG00000117666
19	6027538	6027865	-	AC131692.2	ENSMUSG00000118194
18	4010256	4011157	+	AC131705.1	ENSMUSG00000117395
18	64799869	64806496	-	AC131709.1	ENSMUSG00000118045
17	80553464	80563942	+	AC131712.1	ENSMUSG00000117375
19	47694671	47696533	-	AC131719.1	ENSMUSG00000117702
19	47721035	47723066	+	AC131719.2	ENSMUSG00000118149
19	57323602	57331224	+	AC131756.1	ENSMUSG00000117670
18	6760516	6760959	-	AC131796.1	ENSMUSG00000117359
18	6788768	6792137	+	AC131796.2	ENSMUSG00000117461
18	6687843	6691317	-	AC131796.3	ENSMUSG00000117620
19	23605898	23606279	+	AC132088.1	ENSMUSG00000117944
18	20548587	20549364	-	AC132091.1	ENSMUSG00000117627
18	46941807	46942176	-	AC132100.1	ENSMUSG00000117411
18	46952563	46958680	-	AC132100.2	ENSMUSG00000117588
18	46908558	46908925	-	AC132100.3	ENSMUSG00000117630
17	12466844	12479578	+	AC132106.1	ENSMUSG00000117314
18	44315707	44328323	+	AC132130.1	ENSMUSG00000117919
17	79811713	79813692	+	AC132133.1	ENSMUSG00000117394
17	79733874	79745077	+	AC132133.2	ENSMUSG00000117426
17	79771962	79775058	+	AC132133.3	ENSMUSG00000117616
19	25493837	25494563	+	AC132140.1	ENSMUSG00000117720
19	10290926	10293421	+	AC132148.1	ENSMUSG00000118330
17	50227643	50228369	-	AC132235.1	ENSMUSG00000117077
17	50114019	50117459	+	AC132235.2	ENSMUSG00000117117
17	50212751	50214206	-	AC132235.3	ENSMUSG00000117138
19	43920473	43927928	+	AC132251.1	ENSMUSG00000118000
19	9827117	9827236	+	AC132253.1	ENSMUSG00000117756
19	9924564	9928534	-	AC132253.2	ENSMUSG00000118008
19	9937669	9937833	+	AC132253.3	ENSMUSG00000118065
19	9899690	9902661	+	AC132253.4	ENSMUSG00000118100
19	9941349	9942832	-	AC132253.5	ENSMUSG00000118123
19	9864924	9868995	-	AC132253.6	ENSMUSG00000118138
19	9939266	9940652	+	AC132253.7	ENSMUSG00000118183
19	9897500	9898707	-	AC132253.8	ENSMUSG00000118325
19	9828899	9836897	-	AC132253.9	ENSMUSG00000118383
19	47220713	47221909	-	AC132288.1	ENSMUSG00000117659
19	47252243	47254332	+	AC132288.2	ENSMUSG00000118029
19	47198241	47202032	-	AC132288.3	ENSMUSG00000118127
18	65634793	65637470	+	AC132307.1	ENSMUSG00000117775
18	65526153	65531801	-	AC132307.2	ENSMUSG00000117860
18	65578352	65580744	-	AC132307.3	ENSMUSG00000117992
18	65546108	65546581	+	AC132307.4	ENSMUSG00000118179
18	65619660	65624926	-	AC132307.5	ENSMUSG00000118234
18	65501406	65502848	+	AC132307.6	ENSMUSG00000118389
18	60283520	60356179	-	AC132320.1	ENSMUSG00000118361
18	86242965	86243520	-	AC132351.1	ENSMUSG00000118283
17	84545947	84566824	-	AC132353.1	ENSMUSG00000117391
17	84575877	84626395	-	AC132353.2	ENSMUSG00000117647
18	40436811	40439737	-	AC132357.1	ENSMUSG00000118315
17	24533862	24546531	+	AC132367.1	ENSMUSG00000117423
18	63166552	63168472	-	AC132378.1	ENSMUSG00000118039
19	10840163	10841762	-	AC132402.1	ENSMUSG00000118027
17	27048276	27051414	-	AC132404.1	ENSMUSG00000117799
17	27139549	27140003	+	AC132404.2	ENSMUSG00000118010
18	73711328	73717593	+	AC132418.1	ENSMUSG00000117985
18	73667204	73667477	+	AC132418.2	ENSMUSG00000118185
18	73730765	73731428	+	AC132418.3	ENSMUSG00000118321
GL456221.1	17591	30203	-	AC132444.1	ENSMUSG00000079222
GL456221.1	58743	59114	+	AC132444.2	ENSMUSG00000094728
GL456221.1	30394	32306	-	AC132444.3	ENSMUSG00000094874
GL456221.1	46295	46666	-	AC132444.4	ENSMUSG00000095450
GL456221.1	32239	47294	+	AC132444.5	ENSMUSG00000095500
GL456221.1	151235	152734	+	AC132444.6	ENSMUSG00000096808
19	3713044	3719573	-	AC132452.1	ENSMUSG00000117739
19	3740225	3742537	-	AC132452.2	ENSMUSG00000117773
19	3732094	3732340	-	AC132452.3	ENSMUSG00000118096
19	3730473	3731012	-	AC132452.4	ENSMUSG00000118231
19	3689686	3708176	-	AC132452.5	ENSMUSG00000118249
17	84185756	84216056	+	AC132455.1	ENSMUSG00000117393
17	84134033	84156440	-	AC132455.2	ENSMUSG00000117485
17	84078660	84089875	+	AC132455.3	ENSMUSG00000117571
17	28076418	28080295	-	AC132460.1	ENSMUSG00000117120
17	27982392	27983158	+	AC132460.2	ENSMUSG00000117130
17	28001065	28002362	-	AC132460.3	ENSMUSG00000117263
17	30165506	30166385	+	AC132481.1	ENSMUSG00000117947
17	30177475	30178919	+	AC132481.2	ENSMUSG00000117974
17	80247102	80250685	+	AC132910.1	ENSMUSG00000117440
17	73609052	73635575	+	AC132911.1	ENSMUSG00000117118
17	73615615	73616327	-	AC132911.2	ENSMUSG00000117228
19	45058841	45110342	+	AC132957.1	ENSMUSG00000117848
JH584299.1	921942	924675	+	AC133095.1	ENSMUSG00000094855
JH584299.1	910289	913083	-	AC133095.2	ENSMUSG00000095475
GL456211.1	167446	196478	+	AC133103.1	ENSMUSG00000079190
GL456211.1	113868	114758	+	AC133103.2	ENSMUSG00000094054
GL456211.1	226405	229375	-	AC133103.3	ENSMUSG00000094514
GL456211.1	30483	32396	-	AC133103.4	ENSMUSG00000095250
GL456211.1	160465	162404	-	AC133103.5	ENSMUSG00000095672
GL456211.1	54469	54840	-	AC133103.6	ENSMUSG00000095787
GL456211.1	66955	67326	+	AC133103.7	ENSMUSG00000096100
18	14830668	14832016	+	AC133172.1	ENSMUSG00000117530
18	74240890	74241524	+	AC133186.1	ENSMUSG00000118151
19	53390789	53391795	+	AC133451.1	ENSMUSG00000117768
19	53320598	53325743	-	AC133451.2	ENSMUSG00000118369
19	17926623	17928009	+	AC133509.1	ENSMUSG00000117822
19	17873829	17893500	+	AC133509.2	ENSMUSG00000118079
14	43089445	43109217	+	AC133517.1	ENSMUSG00000114317
19	3821764	3822389	-	AC133523.1	ENSMUSG00000117779
19	3863568	3867673	-	AC133523.2	ENSMUSG00000117912
19	3931795	3932090	-	AC133523.3	ENSMUSG00000118129
19	3999548	4000542	-	AC133523.4	ENSMUSG00000118132
18	15308858	15312699	-	AC133525.1	ENSMUSG00000117380
18	15403087	15430790	+	AC133525.2	ENSMUSG00000117541
18	15351934	15362306	+	AC133525.3	ENSMUSG00000117645
18	38601534	38789045	+	AC133601.1	ENSMUSG00000118257
18	66674534	66677961	+	AC133607.1	ENSMUSG00000117737
18	66636828	66674502	-	AC133607.2	ENSMUSG00000117750
18	66761132	66802769	+	AC133607.3	ENSMUSG00000117968
